timestamp,value
2025-08-28 07:36:23,1.5037594
2025-08-28 07:36:24,2.506266
2025-08-28 07:36:25,2.0
2025-08-28 07:36:26,2.005013
2025-08-28 07:36:27,1.25
2025-08-28 07:36:28,22.55639
2025-08-28 07:36:29,29.75
2025-08-28 07:36:30,55.88972
2025-08-28 07:36:31,75.93985
2025-08-28 07:36:32,95.01247
2025-08-28 07:36:33,98.75312
2025-08-28 07:36:34,98.24561
2025-08-28 07:36:35,99.00249
2025-08-28 07:36:36,98.49624
2025-08-28 07:36:37,99.24812
2025-08-28 07:36:38,98.25436
2025-08-28 07:36:39,98.49624
2025-08-28 07:36:40,98.75931
2025-08-28 07:36:41,98.74687
2025-08-28 07:36:42,99.24812
2025-08-28 07:36:43,98.25
2025-08-28 07:36:44,99.24812
2025-08-28 07:36:45,98.75312
2025-08-28 07:36:46,98.75
2025-08-28 07:36:47,98.5
2025-08-28 07:36:48,99.75
2025-08-28 07:36:49,98.74687
2025-08-28 07:36:50,98.50374
2025-08-28 07:36:51,98.75
2025-08-28 07:36:52,98.74687
2025-08-28 07:36:53,99.25187
2025-08-28 07:36:54,99.49875
2025-08-28 07:36:55,99.00249
2025-08-28 07:36:56,99.0
2025-08-28 07:36:57,98.75
2025-08-28 07:36:58,98.5
2025-08-28 07:36:59,98.99749
2025-08-28 07:37:00,98.75
2025-08-28 07:37:01,99.24812
2025-08-28 07:37:02,97.99499
2025-08-28 07:37:03,98.75622
2025-08-28 07:37:04,98.5
2025-08-28 07:37:05,98.49246
2025-08-28 07:37:06,99.0
2025-08-28 07:37:07,99.0
2025-08-28 07:37:08,99.25
2025-08-28 07:37:09,98.99749
2025-08-28 07:37:10,98.25871
2025-08-28 07:37:11,98.99749
2025-08-28 07:37:12,98.75
2025-08-28 07:37:13,98.25
2025-08-28 07:37:14,98.99749
2025-08-28 07:37:15,98.25
2025-08-28 07:37:16,99.25
2025-08-28 07:37:17,97.75561
2025-08-28 07:37:18,98.0
2025-08-28 07:37:19,99.49749
2025-08-28 07:37:20,98.75622
2025-08-28 07:37:21,98.75
2025-08-28 07:37:22,99.5
2025-08-28 07:37:23,98.99749
2025-08-28 07:37:24,98.25
2025-08-28 07:37:25,98.75
2025-08-28 07:37:26,98.50374
2025-08-28 07:37:27,98.49624
2025-08-28 07:37:28,98.99497
2025-08-28 07:37:29,98.00995
2025-08-28 07:37:30,97.98995
2025-08-28 07:37:31,98.75312
2025-08-28 07:37:32,99.25
2025-08-28 07:37:33,98.5
2025-08-28 07:37:34,98.25871
2025-08-28 07:37:35,98.99244
2025-08-28 07:37:36,99.00249
2025-08-28 07:37:37,98.75
2025-08-28 07:37:38,98.99749
2025-08-28 07:37:39,98.5
2025-08-28 07:37:40,98.5
2025-08-28 07:37:41,98.99749
2025-08-28 07:37:42,99.0
2025-08-28 07:37:43,98.75312
2025-08-28 07:37:44,97.99499
2025-08-28 07:37:45,99.24812
2025-08-28 07:37:46,98.75312
2025-08-28 07:37:47,98.99497
2025-08-28 07:37:48,99.00744
2025-08-28 07:37:49,98.48866
2025-08-28 07:37:50,99.25187
2025-08-28 07:37:51,99.00249
2025-08-28 07:37:52,98.25
2025-08-28 07:37:53,99.0
2025-08-28 07:37:54,98.25
2025-08-28 07:37:55,98.99497
2025-08-28 07:37:56,98.75312
2025-08-28 07:37:57,99.0
2025-08-28 07:37:58,99.25
2025-08-28 07:37:59,98.49624
2025-08-28 07:38:00,98.00499
2025-08-28 07:38:01,98.99749
2025-08-28 07:38:02,99.50249
2025-08-28 07:38:03,98.74687
2025-08-28 07:38:04,98.99749
2025-08-28 07:38:05,98.24561
2025-08-28 07:38:06,99.00498
2025-08-28 07:38:07,98.74687
2025-08-28 07:38:08,99.24812
2025-08-28 07:38:09,98.25
2025-08-28 07:38:10,98.5
2025-08-28 07:38:11,99.0
2025-08-28 07:38:12,98.49246
2025-08-28 07:38:13,98.50746
2025-08-28 07:38:14,99.49875
2025-08-28 07:38:15,97.75
2025-08-28 07:38:16,98.75
2025-08-28 07:38:17,98.5
2025-08-28 07:38:18,98.49624
2025-08-28 07:38:19,98.50374
2025-08-28 07:38:20,98.74372
2025-08-28 07:38:21,99.25187
2025-08-28 07:38:22,99.0
2025-08-28 07:38:23,98.5
2025-08-28 07:38:24,99.00249
2025-08-28 07:38:25,98.0
2025-08-28 07:38:26,98.25
2025-08-28 07:38:27,99.24812
2025-08-28 07:38:28,99.00249
2025-08-28 07:38:29,98.74687
2025-08-28 07:38:30,98.74372
2025-08-28 07:38:31,98.50746
2025-08-28 07:38:32,99.24812
2025-08-28 07:38:33,97.75561
2025-08-28 07:38:34,98.00499
2025-08-28 07:38:35,98.99749
2025-08-28 07:38:36,98.5
2025-08-28 07:38:37,98.24561
2025-08-28 07:38:38,98.49624
2025-08-28 07:38:39,99.50125
2025-08-28 07:38:40,98.75312
2025-08-28 07:38:41,98.74687
2025-08-28 07:38:42,98.5
2025-08-28 07:38:43,99.0
2025-08-28 07:38:44,98.25
2025-08-28 07:38:45,98.50374
2025-08-28 07:38:46,98.99497
2025-08-28 07:38:47,98.0
2025-08-28 07:38:48,98.0
2025-08-28 07:38:49,98.24561
2025-08-28 07:38:50,99.00249
2025-08-28 07:38:51,99.49875
2025-08-28 07:38:52,97.50623
2025-08-28 07:38:53,98.74687
2025-08-28 07:38:54,97.75
2025-08-28 07:38:55,98.5
2025-08-28 07:38:56,98.5
2025-08-28 07:38:57,98.5
2025-08-28 07:38:58,98.74687
2025-08-28 07:38:59,98.75312
2025-08-28 07:39:00,98.24561
2025-08-28 07:39:01,98.5
2025-08-28 07:39:02,98.50374
2025-08-28 07:39:03,98.99749
2025-08-28 07:39:04,98.99749
2025-08-28 07:39:05,98.5
2025-08-28 07:39:06,98.75
2025-08-28 07:39:07,98.5
2025-08-28 07:39:08,98.0
2025-08-28 07:39:09,98.0
2025-08-28 07:39:10,98.24561
2025-08-28 07:39:11,98.25
2025-08-28 07:39:12,99.24812
2025-08-28 07:39:13,98.5
2025-08-28 07:39:14,98.25
2025-08-28 07:39:15,98.75622
2025-08-28 07:39:16,99.49875
2025-08-28 07:39:17,98.74372
2025-08-28 07:39:18,99.00498
2025-08-28 07:39:19,98.5
2025-08-28 07:39:20,98.99497
2025-08-28 07:39:21,98.50746
2025-08-28 07:39:22,98.25
2025-08-28 07:39:23,98.5
2025-08-28 07:39:24,97.98995
2025-08-28 07:39:25,98.5
2025-08-28 07:39:26,99.24812
2025-08-28 07:39:27,99.00498
2025-08-28 07:39:28,99.0
2025-08-28 07:39:29,99.0
2025-08-28 07:39:30,98.0
2025-08-28 07:39:31,98.74687
2025-08-28 07:39:32,98.25
2025-08-28 07:39:33,98.75
2025-08-28 07:39:34,98.49624
2025-08-28 07:39:35,98.74687
2025-08-28 07:39:36,98.75622
2025-08-28 07:39:37,98.75
2025-08-28 07:39:38,97.75
2025-08-28 07:39:39,98.99749
2025-08-28 07:39:40,98.49246
2025-08-28 07:39:41,98.25436
2025-08-28 07:39:42,98.25436
2025-08-28 07:39:43,98.75
2025-08-28 07:39:44,98.5
2025-08-28 07:39:45,99.0
2025-08-28 07:39:46,98.99749
2025-08-28 07:39:47,98.75
2025-08-28 07:39:48,98.74687
2025-08-28 07:39:49,98.50374
2025-08-28 07:39:50,98.48866
2025-08-28 07:39:51,99.50249
2025-08-28 07:39:52,98.75312
2025-08-28 07:39:53,98.49624
2025-08-28 07:39:54,98.0
2025-08-28 07:39:55,98.25
2025-08-28 07:39:56,98.5
2025-08-28 07:39:57,98.25
2025-08-28 07:39:58,98.49624
2025-08-28 07:39:59,98.49624
2025-08-28 07:40:00,98.49624
2025-08-28 07:40:01,98.50746
2025-08-28 07:40:02,98.99244
2025-08-28 07:40:03,98.75622
2025-08-28 07:40:04,98.24561
2025-08-28 07:40:05,98.50746
2025-08-28 07:40:06,96.49123
2025-08-28 07:40:07,98.75
2025-08-28 07:40:08,98.75312
2025-08-28 07:40:09,98.74687
2025-08-28 07:40:10,98.49246
2025-08-28 07:40:11,98.25436
2025-08-28 07:40:12,98.75312
2025-08-28 07:40:13,99.24623
2025-08-28 07:40:14,99.00249
2025-08-28 07:40:15,98.5
2025-08-28 07:40:16,98.25
2025-08-28 07:40:17,98.75
2025-08-28 07:40:18,98.5
2025-08-28 07:40:19,99.0
2025-08-28 07:40:20,98.49624
2025-08-28 07:40:21,58.39599
2025-08-28 07:40:22,1.758794
2025-08-28 07:40:23,2.244389
2025-08-28 07:40:24,1.758794
2025-08-28 07:40:25,2.770781
2025-08-28 07:40:26,1.5
2025-08-28 07:40:27,1.2562814
2025-08-28 07:40:28,2.261307
2025-08-28 07:40:29,2.25
2025-08-28 07:40:30,1.995012
2025-08-28 07:40:31,3.015075
2025-08-28 07:40:32,2.244389
2025-08-28 07:40:33,1.5
2025-08-28 07:40:34,1.758794
2025-08-28 07:40:35,2.25
2025-08-28 07:40:36,3.266332
2025-08-28 07:40:37,2.01005
2025-08-28 07:40:38,1.5075377
2025-08-28 07:40:39,2.244389
2025-08-28 07:40:40,1.75
2025-08-28 07:40:41,1.0025063
2025-08-28 07:40:42,3.266332
2025-08-28 07:40:43,1.5037594
2025-08-28 07:40:44,2.5
2025-08-28 07:40:45,1.0050251
2025-08-28 07:40:46,2.244389
2025-08-28 07:40:47,2.736318
2025-08-28 07:40:48,2.005013
2025-08-28 07:40:49,1.2562814
2025-08-28 07:40:50,2.743142
2025-08-28 07:40:51,1.5037594
2025-08-28 07:40:52,2.25
2025-08-28 07:40:53,2.005013
2025-08-28 07:40:54,1.2531328
2025-08-28 07:40:55,1.0050251
2025-08-28 07:40:56,1.5037594
2025-08-28 07:40:57,1.2531328
2025-08-28 07:40:58,2.763819
2025-08-28 07:40:59,1.754386
2025-08-28 07:41:00,2.493766
2025-08-28 07:41:01,2.005013
2025-08-28 07:41:02,1.5075377
2025-08-28 07:41:03,3.258145
2025-08-28 07:41:04,3.75
2025-08-28 07:41:05,1.2531328
2025-08-28 07:41:06,1.2562814
2025-08-28 07:41:07,1.2531328
2025-08-28 07:41:08,1.0025063
